Location(x=193.257202, y=326.599548, z=0.000450)
Location(x=192.756592, y=326.599457, z=0.000445)
Location(x=192.292511, y=326.599487, z=0.000445)
Location(x=191.805405, y=326.599487, z=0.000450)
Location(x=191.308838, y=326.599487, z=0.000460)
Location(x=190.801956, y=326.599487, z=0.000471)
Location(x=190.303802, y=326.599487, z=0.000479)
Location(x=189.794159, y=326.599487, z=0.000481)
Location(x=189.288513, y=326.599487, z=0.000475)
Location(x=188.789337, y=326.599335, z=0.000465)
Location(x=188.303421, y=326.599213, z=0.000455)
Location(x=187.818024, y=326.599121, z=0.000447)
Location(x=187.342072, y=326.599152, z=0.000443)
Location(x=186.879456, y=326.599152, z=0.000445)
Location(x=186.399551, y=326.599152, z=0.000453)
Location(x=185.927597, y=326.599152, z=0.000464)
Location(x=185.430542, y=326.599152, z=0.000475)
Location(x=184.923294, y=326.599152, z=0.000481)
Location(x=184.428024, y=326.599152, z=0.000479)
Location(x=183.913956, y=326.599152, z=0.000472)
Location(x=183.407394, y=326.599152, z=0.000461)
Location(x=182.933243, y=326.599152, z=0.000451)
Location(x=182.461914, y=326.599152, z=0.000445)
Location(x=181.993896, y=326.599152, z=0.000443)
Location(x=181.524277, y=326.599152, z=0.000448)
Location(x=181.043671, y=326.599152, z=0.000457)
Location(x=180.524231, y=326.599152, z=0.000468)
Location(x=180.009766, y=326.599152, z=0.000478)
Location(x=179.520538, y=326.599152, z=0.000481)
Location(x=179.022690, y=326.599152, z=0.000478)
Location(x=178.514786, y=326.599152, z=0.000469)
Location(x=178.015198, y=326.598999, z=0.000458)
Location(x=177.533920, y=326.598846, z=0.000448)
Location(x=177.059006, y=326.598694, z=0.000443)
Location(x=176.598007, y=326.598541, z=0.000444)
Location(x=176.123901, y=326.598358, z=0.000450)
Location(x=175.641220, y=326.598267, z=0.000460)
Location(x=175.153732, y=326.598083, z=0.000471)
Location(x=174.652435, y=326.597931, z=0.000480)
Location(x=174.137695, y=326.597778, z=0.000481)
Location(x=173.630539, y=326.597595, z=0.000475)
Location(x=172.959549, y=326.597412, z=0.000460)
Location(x=172.316208, y=326.597229, z=0.000447)
Location(x=171.850067, y=326.597076, z=0.000442)
Location(x=171.382843, y=326.596893, z=0.000441)
Location(x=170.914795, y=326.596741, z=0.000447)
Location(x=170.433182, y=326.596588, z=0.000460)
Location(x=169.934647, y=326.596436, z=0.000473)
Location(x=169.414444, y=326.596283, z=0.000483)
